stop_id,stop_name,stop_lat,stop_lon
3368,Y.B.CHAVAN PRATISHTHAN/MANTRALAYA,18.9261909775,72.8263645681
4135,SEAWOOD DARAVE RLY.PHATAK,19.0233518185,73.0153559066
3388,ARIHANT INDL.EST.,19.1516844099,72.8468295444
4000,"""V"" MALL",19.212502,72.867559
1599,KAJUPADA,19.2340726303,72.8701089192
116,ERLA,19.1083600265,72.8405817709
1683,PETROL PUMP,19.1149077565,72.8939425087
1686,SAHAR CARGO COMPLEX,19.0966700885,72.865493801
1830,AMAR TALKIES,19.0522889473,72.9106147696
3302,MAHARSHI ARVIND CHK.,19.175901583,72.9510909499
145,VIJAY VALLABH CHK.,18.9552794954,72.8321059617
638,SHANKARWADI,19.1258272372,72.855927782
3728,AIROLI OCTROI NAKA,19.1537100444,72.9638208406
3591,R.R.KAMBLE MARG JN.,19.0795952571,72.8529774465
77,BYCULLA STN.(W),18.9742858639,72.8320587558
1023,GODREJ CO.,19.105174925,72.9219140002
3505,VASHI BUS STN.,19.0743765206,72.998486035
2864,NANA-NANI PARK,19.1279433144,72.8181961795
244,KAMANI,19.0847095843,72.8853232154
4076,RANI LAXMIBAI CHK.,19.0425509169,72.8637739969
4648,KURLA S.T.DEPOT,19.0567757733,72.8842224805
3879,SAWARPADA POST OFFICE,19.2385094925,72.8644977379
3224,MALAD STN RD.(W),19.1860928652,72.8466728972
1818,VRUDHI-SIDDHI SOC.(MULUND-E),19.1695280445,72.9551785392
1902,AIROLI SEWERAGE PLANT/ PREMDAN,19.1552927008,72.9931606305
5075,PRABHADEVI,19.0151341974,72.8322435564
5146,C.B.D.BELAPUR BUS STN.,19.0148487059,73.0287637828
624,VISHAL HALL/PRAKASH STUDIO,19.118799681,72.8513611743
2128,KUNCHI KURVE NGR.,19.0788578104,72.8697578237
2890,KANDIVLI STN.(W),19.206278829,72.8510869336
2501,PRABHADEVI,19.0140761008,72.8300335524
2061,BHAYANDER STN.(E),19.3122005638,72.853884617
1350,MOUNT MARY STEPS( MUNICIPAL GARDEN),19.0482204666,72.825014702
342,GAUTAM NGR./DEONAR ABATTOIR,19.0549928195,72.911289063
1494,MADH JETTY,19.1445021324,72.8015259551
2525,A.H.ANSARI CHK.,18.9740612411,72.8334064195
4213,MANEKJI COOPER SCHOOL,19.0879011222,72.8272427576
2369,MACCHIMAR NGR/RAHEJA HOSPITAL,19.0455956719,72.8417785575
1429,ADARSH DAIRY,19.1931857531,72.8412226485
4664,BAJAJ BHAVAN,18.9255867345,72.8214000989
5061,DIAMOND MARKET,19.0681439065,72.866662309
5048,SAIBABA PARK (EVERSHINE NGR),19.1922994309,72.8306948469
1912,TULSHETPADA,19.1605963302,72.9301039339
3398,ZAKERIA MASJID,18.95255881,72.8335730571
2323,AMBAWADI,19.2397923076,72.8597039283
1116,THAKURDWAR,18.9519092404,72.8229234435
1569,DATTA MANDIR(DAHANUKAR WADI),19.2090906186,72.8371328165
4473,PRAVASI INDL.EST.,19.1733182405,72.8562147908
4591,TAPESHWAR MANDIR,19.1346036527,72.884537485
461,RAMKRISHNA MISSION,19.0751669925,72.8341937705
2454,MHADESHWAR MANDIR,19.1382486998,72.8222235855
3452,RLY.ACCIDENT COURT,18.947584623,72.8401482063
1160,PARSI CLY.,19.0177653177,72.8496455754
125,OSHIWARA BRIDGE,19.1502252059,72.8431820544
2129,ST.PIUS SCHOOL,19.0792025529,72.8686849401
4714,ELPHINSTONE STN.(W),19.0073128397,72.8351022902
1428,JANKALYAN NGR.,19.2011294248,72.8213528441
4095,MIRA RD.MARKET,19.278890323,72.8577421748
443,BABULNATH RD.JUN.,18.9591657008,72.8096414574
3896,PT.PALUSKAR CHK.,18.9568364983,72.815508537
855,WILSON COLLEGE,18.9568450738,72.8102234885
3576,MODEL TOWN,19.1342705252,72.8684071186
4066,BHAYANDER POLICE STN.,19.2949790264,72.8479980605
1412,EKSAR KOLIWADA,19.2382101387,72.845298137
3151,SAKHAR BHAVAN,18.9258284536,72.8229945742
3907,MAGATHANE DEPOT,19.2214799095,72.8656431416
4576,D.A.V.SCHOOL,19.1801185091,72.9493772058
1128,MAHALAXMI RACE COURSE/ZENITH HOUSE,18.9805141104,72.8221578043
818,VASUDEO B.PHADKE CHK.,18.9442419624,72.8295273086
3775,SURYA NGR.,19.1198794382,72.9236208203
3803,RELIENCE ENERGY OFFICE,19.0675711162,72.8985071463
354,ANUSHAKTI NGR.,19.0427942436,72.9265934122
1237,RAM MANDIR,19.2369185964,72.8551070946
1238,BHAGWATI HOSPITAL,19.2405819982,72.854559867
176,BASANT PARK,19.0503103152,72.8936021836
4543,HEMGIRI SCTY./ GANESH MANDIR,19.2376258248,72.8642400104
3369,VIDHAN BHAVAN,18.9254095176,72.8241168769
208,SAHAKAR NGR.,19.0119676036,72.8515555575
4853,HARI BHAKTI DOVEL CO.,19.2854616066,72.8922014032
5095,SHYAM NAGAR,19.1347254215,72.8566914597
4716,ANAND NAGAR (APPAPADA MALAD-E),18.9911659514,72.84762297
4546,KRISHNANGR.,19.0997392398,72.8880055629
974,KANDIVLI INDU EST./ GANESH NGR.,19.2047699664,72.828314069
4039,KALAMBOLI BUS STN,19.0372884404,73.104669378
4378,CRISIL HOUSE,19.1169887978,72.9103509741
1097,KHAR DANDA,19.0748398615,72.8229383251
1322,YADAV NGR.,19.2070417985,72.8328473691
900,BANDRA BUS STN(W),19.0541622958,72.8392646526
3082,MAHARANA PRATAP CHK./POST OFFICE,18.9694222316,72.8407526742
1421,MILLAT NGR.,19.1496230697,72.8285650199
1905,VASHI SEC NO.9/16 JUHU NGR.MARKET,19.0791910482,72.9981981605
229,NADKARNI PARK POLICE STN.,19.0152157759,72.863476349
203,MAHATMA GANDHI HOSPITAL,18.9974111184,72.8404253165
1764,CHILDRENS HOME,19.042871233,72.9285197889
4345,LOKMAT OFFICE(MAHAPE),19.1129626918,73.0105341928
4922,JIJAMATA MUNICIPAL SCHOOL,18.9796927416,72.8391745193
1895,TALAVALI NAKA / NOCIL CO.,19.1306413849,73.0035389917
2132,PARSIWADA,18.9930153232,72.843661092
1603,POLICE STN- THAKUR COMPLEX,19.2063005514,72.86600583
3514,ASHOK NGR.,19.2329448057,72.8376767401
1028,MANKHURD OCTROI NAKA,19.0583873045,72.956328932
1272,UNIT NO 6/AAREY MARKET,19.1587863925,72.8743769684
2066,NAVGHAR NAKA,19.3085048494,72.8616308367
2491,BORIVLI STN-W (DIAMOND CINEMA),19.2286193868,72.8549115655
1459,HARI NIKETAN SCTY.,19.1634542876,72.8324594618
3850,BANK OF INDIA \ BHARAT NGR.,19.0611365145,72.8632483894
4720,MAHAPALIKA PUMPING CENTRE (MALVANI),19.1842115618,72.8245667013
1763,MUMBAI CENTRAL STN.(ON BRIDGE),18.9690245698,72.8180625062
1622,JUNGAL MANGAL RD.,19.1497563967,72.9326992301
4882,MUKUND CO.,19.084834,72.888042
1147,GRANT RD STN.(W),18.9639403683,72.8158832042
4041,C.B.D.BELAPUR/KONKAN BHAVAN,19.0239378042,73.0402017144
2945,NAGRI NIWARA ZONE-2,19.172823,72.879966
4730,NELCO (MAHAPE),19.0998240899,73.0261625302
4667,N.C.P.A./BAJAJ BHAVAN,18.9274287391,72.8216951419
4100,NAVRANG HOTEL,19.0388766546,73.0668598992
2102,KOKANI PADA,19.2448585082,72.8700607762
2049,ANKUR EST.AGENCY,19.278890323,72.8581108895
3504,VASHI BUS STN.,19.0741128864,72.9977135588
1369,VAZIRA NAKA,19.2287794192,72.8455236113
3717,GEETA NGR.,18.9120622,72.8063632
4188,JOHAR CHK.,18.9549250857,72.8321763991
3428,SANJAY NGR.,19.1389736087,72.8545454624
249,GHATKOPAR POLICE STN.,19.0869996261,72.8992641612
4245,DR.K.B.HEDGEWAR CHK,19.1637683861,72.9383861798
4710,WADALA ROAD/ REFINERIES,19.0208164636,72.8902777108
3386,S.R.A.CLY.(RAM MANDIR),19.1510357666,72.8480955471
4161,CHOGLE NGR.,19.2397530564,72.8699477512
998,DAULAT NGR.,19.2364895964,72.8593846298
1468,SANJAY NGR.,19.1369642508,72.8546417669
3094,SHANTARAM PUJARE CHK.,18.989325128,72.8358304457
1700,JUNGLESHWAR MAHADEO MANDIR,19.1037360875,72.8964959717
2002,KURAR POLICE CHOWKY,19.1654147,72.8491011
950,DHARAVI PILA BUNGALOW,19.0484831862,72.8550939035
2739,KRISHNA BAUG/FINE ARTS AUDITORIUM,19.0621476267,72.8979308383
3281,WORLI SEA FACE (N),19.0124373942,72.8169390517
1939,GANESH PADA,19.12065778,72.8853074839
2158,KAMAL VIHAR SPORTS COMPLEX,19.2129335116,72.842842475
5003,HINDUSTAN NAKA/C.CHARANSINGH CHK.,19.2076048671,72.8294033171
952,NATURE PARK/P.M.G.P.CLY.,19.0516280978,72.8627873847
173,LOKSHAHIR SATHE UDN./SUMAN NGR.,19.0536293719,72.8858287112
587,SAHAR POLICE STN.,19.1032193692,72.8735940723
437,KEVA FRAGNANS,19.1845661168,72.948183338
4065,MANDLI TALAO,19.2995421697,72.849383022
1906,GARODIA PALACE,19.0749664037,72.9034172857
3475,SHANTARAM PJJARE CHK.,18.9883250885,72.8361549359
746,BABULNATH,18.9563884608,72.8081850096
4313,AMRUT NGR.,19.1013121185,72.9115991933
4537,P.THAKRE NGR BUS.STN.,19.2213456736,72.8288347397
4047,KHOPAT S.T.TERMINUS,19.201575414,72.9743598724
1900,AIROLI SECT.NO 16,19.1516846692,72.992731477
3069,CHAKALA,19.1144179071,72.8593073443
807,DR.BHADKAMKAR RD.,18.9617820011,72.8173645403
5010,SHRIMAD GOKUL,19.2351358976,72.8519356457
1180,I.I.T.MAIN GATE,19.1250439855,72.9165066669
538,VIVEK VIDYALAYA,19.158541,72.84359
4705,KASHIMIRA TEL.EXCH.,19.2714337202,72.876121614
1448,RAMESH NGR.,19.1328462001,72.8418557452
3756,CIPLA CO./MILITARY CANTEEN,19.1183356247,72.9259394066
3211,BORIVLI STN-W (JAYA TALKIES),19.2292677245,72.8561346528
3114,POST & TELEGRAPHS,19.169741749,72.9451029084
3037,DNYANESHWAR NGR.,19.0054430138,72.8540987689
4250,GANDHI NGR.,19.1254869612,72.9240081524
708,BEST POWER HOUSE(KUSSARA),18.96953621,72.8455445288
191,DHANMILL NAKA,19.008643525,72.8308201312
3451,CHAR NAL,18.9576055198,72.8334023602
2628,VASUDEO B.PHADKE CHK.,18.9435534944,72.8288436982
2285,PRIYADARSHINI,19.0525373,72.8801425
983,REKHA SADAN/JAIN MANDIR,18.9498130064,72.7993250533
3387,MOVIE STAR TALKIES,19.1519681905,72.8454669823
631,BORIVLI STN(E),19.2311550264,72.8582989145
1222,SIDDHARTH NGR.,19.1591233549,72.8436825079
543,SEWREE NAKA,18.9985029257,72.8503917026
1801,UMARSHI BAPPA CHK.,19.0540709722,72.8893438052
3599,BHAYANDER STN.(E),19.3110665452,72.8531550562
4785,MATOSHRI SANKALP,19.076991,72.885948
5041,M.M.R.D.A.COLONY(MAHUL),19.0185504073,72.8902954632
501,NANA CHK.,18.9623112126,72.8133661727
594,PETIT HALL,18.9568624256,72.7997048768
2929,NAGRI NIWARA BLDG.NO.16-C,19.173834,72.881287
551,ARYA SAMAJ MANDIR,19.0797906414,72.8344727202
1785,SAHAKAR TALKIES,19.0684634503,72.8995371145
3018,MULUND RLY.STN.(W),19.1726182825,72.9564553679
512,FOUR BUNGALOWS,19.1292042338,72.8261876711
1752,SEEPZ VILLAGE,19.1302905189,72.8768933907
4305,ASHOK NGR./ VILO'S SCTY.,19.2154220751,72.9917512152
3546,MAHARANA PRATAP CHK.(MULUND),19.1841023354,72.9535139303
3515,M.H.B.POLICE STN.,19.2327774014,72.8408325535
4302,KAPUR BAWDI,19.2187666814,72.9779529099
2839,MULUND RLY.STN.(W),19.1732966198,72.9566406963
4017,KALYAN NGR.,19.1180866813,72.8866251923
3959,BRAHMAND-AZAD NGR.,19.2421216742,72.9757710433
977,BANK OF MAHARASTHRA,19.212776674,72.8283069909
3814,NAVJEEVAN SCTY.,18.9660069845,72.8189834777
868,TEEN BAKDA,18.9547124111,72.8075574464
958,KALAKILLA,19.0481800669,72.8577233741
932,SHAHU NGR.,19.0413739506,72.8500920961
4223,AMIRA APTS.,19.1812533835,72.8158636867
4214,NARAYAN PUJARI NGR.,19.0048806503,72.8135159312
1328,DENA BANK,19.2045683053,72.8481466446
661,OMKARESHWAR MANDIR,19.2313748766,72.8623782475
2837,SHREEJI AVENUE SCTY.(GAWANPADA),19.1731521192,72.9617183495
3268,SEWREE COURT,18.993175108,72.8511449813
202,G.T.HOSPITAL,18.9459250089,72.8317323185
4335,BANDRA TALAO,19.0560494199,72.8370309984
1747,HINDUSTAN PETROLIUM CLY.,19.1717981255,72.8716311189
5029,MHADA COLONY(DAHISAR),19.2508057188,72.8653957725
3249,MAHESHWARI UDN.,19.0284162371,72.8569394847
5202,ANTOP HILL POST OFFICE,19.0246215402,72.863857291
531,LAXMI INDL.EST.,19.1350886137,72.8319553321
1857,MAHARSHI ARVIND CHK.,19.1768352926,72.9511152772
3362,AVDHUT NGR.,19.2581457112,72.861572234
4636,SAMBHAJI NGR.,19.2024648866,72.8622524906
3019,P.MOHD.RAFI CHK.,19.0548527903,72.8375888978
5081,NEW ERA TALKIES,19.1866488175,72.8457734785
1146,GARLIC CO.,18.9784523131,72.8288028457
2092,APPAPADA,19.1901746297,72.867874194
494,MULUND-W CHECK NAKA BUS STN.,19.1828554594,72.9539288537
3271,MILLENNIUM BUSINESS PARK,19.0969042588,73.0264128701
3411,L.I.C.OFFICE,19.2441171758,72.8512768432
1191,SHER- E- PUNJAB CLY.,19.1257332774,72.861918349
5076,WADALA TRUCK TERMINAL,19.0362112582,72.8774474079
4766,CHUIM VILLAGE,19.0737503347,72.8262978472
3340,ST.XAVIERS TECH.INSTITUTE,19.0459740717,72.8436541098
2727,JAMBHULPADA/SHIVASENA OFFICE,19.0934658729,72.8997680128
4674,S.G.BARVE MARG JUN.,19.0585735208,72.8860393237
2226,SWAMI NARAYAN MANDIR,19.0806277027,72.9152254028
4991,BHABREKAR NAGAR EXTN.,19.2010437668,72.824607623
4068,JAIN MANDIR,19.3028836872,72.8496727006
4348,MAHAPE CIRCLE,19.113246539,73.0215634362
860,SHUKLAJI STREET,18.9663022862,72.8245885455
904,TODDY CO / EMPIRE DYEING,19.001065166,72.8289570477
2526,HIRANANDANI,19.1195861923,72.904359211
4723,RUTU PARK,19.20894892,72.9786066107
963,SHREE SWAMI SAMARTH NGR.EXT.,19.1416085187,72.8284566296
4694,VARTAK NGR.,19.2093534287,72.962486884
632,DOMESTIC AIRPORT JUN.,19.0951410415,72.8523469611
2650,DHARAMSHI HALL,19.2250918936,72.8545376807
5152,MUMBAI CENTRAL STN(W),18.9694344818,72.8183549794
2395,DHANVANTARI HOSPITAL,19.1760798914,72.9536460297
1212,VESAVA-YARI RD.BUS STN.,19.1394376925,72.8080467006
919,SIR ALIYAWAR JUNG INSTITUTE,19.0520538604,72.8341985857
2568,MAHUL MARKET,19.0157042908,72.8906210335
2328,CITY BANK,19.069328532,72.868819965
53,SWAMI D.SARASWATI CHK.,18.9345004013,72.8371137225
712,WORLI VILLAGE,19.0160595,72.8179172298
3292,"MHADA CLY.,MALVANI",19.1858157,72.819052
5207,MIRA ROAD POLICE STN.,19.243563,72.8497188
1355,ST.THERESA CHURCH,19.0622558898,72.833145908
5005,HINDUSTAN NAKA/C.CHARANSINGH CHK.,19.2071491213,72.8309326005
3745,SHOPPING PLAZA,19.1113323487,72.9028267615
3255,WADALA STN.(W),19.017400161,72.8591942395
2247,SHREE SWAMI SAMRTH NGR.MARKET,19.1370906919,72.8257432645
444,NALANDA,18.9613420664,72.8088333723
819,CHH. SHIVAJI TERMINUS(GPO),18.9384599027,72.8370017985
1388,RAJENDRA NGR.,19.2216434129,72.8595531113
4781,SHOPPING PLAZA,19.1069849259,72.9007442281
716,DAINIK SHIVNER,18.9958655,72.8226988
4156,JAIN MANDIR (SAMATA NGR.),19.2141056052,72.8722920103
358,SANT MUKTABAI HOSPITAL,19.0864145469,72.8976494035
4420,MUKTAI NGR.,19.211590464,72.9774021221
1113,MARINE DRIVE,18.9412611736,72.8240103237
3595,ABHINAV SCHOOL,19.3025502883,72.8577946592
707,FIRE BRIGADE,18.9503853109,72.8409206825
161,SHIVSHRUSTI,19.0545094486,72.8817515577
317,BEST RECIEVING CENTRE,19.0414764839,72.8703512141
1085,MUN.WARD OFFICE/AMBEDKAR UDN.,19.060247195,72.8994601858
3906,SANTOSHI MATA MANDIR,19.243014758,72.8662892181
1189,PUMP HOUSE,19.1260171026,72.8570689151
4565,AZAD COMPOUND,19.2036417723,72.8297738067
4558,GADI ADDA,18.9946234279,72.8538847696
820,CHH. SHIVAJI TERMINUS,18.9391804134,72.8354246596
1536,S.K.PATIL AROGYADHAM(MALAD-E),19.1911197986,72.853919039
2050,PREM SAGAR,19.2765407977,72.8592696038
2327,ICICI BANK,19.0650088017,72.8618247639
5045,DR.AMBEDKAR UDYAN (POWAI),19.1223460617,72.8920434338
2708,CORPORATION BANK,19.2597504062,72.8632046861
3923,MULLA BAUG,19.2382724333,72.9758139587
3179,DATTANI PARK(INSIDE),19.2136800947,72.8725924177
3956,ANAND NGR.TOLL NAKA,19.181548372,72.9659595632
4054,WAGLE CIRCLE,19.1945797604,72.9495551364
2706,ASHIRVAD HOSPITAL,19.2566466903,72.8648981732
2711,DARPAN CINEMA/ SAI SERVICE,19.1155532829,72.855069454
1721,CENTRAL DAIRY,19.1512606002,72.8758511244
175,BHAKTI BHAVAN,19.0524751367,72.8912170111
4660,DHARAVI DEPOT/KOLIWADA,19.0508789358,72.857976457
4989,PADMAJA SOCIETY,19.2022596017,72.8280837659
1697,ST.ANTHONY CHURCH,19.1061489075,72.8893291092
445,CUMBALA HILL POST OFFICE,18.9631006901,72.8077476274
3903,MAHAVIR NGR.,19.2114354548,72.8383426611
4462,BALKUM PADA NO.1,19.2111872169,72.9939756655
3156,UTPAL SANGHAVI SCHOOL,19.114422472,72.8277312772
3760,SIMLA HOUSE,18.9582325059,72.8022775444
108,BANDRA TALKIES/SHROFF EYE HOSPITAL,19.060668892,72.8370565687
222,C.G.S.DISPENSARY,19.0309099645,72.8631277301
3339,R.C.F.,19.0339760148,72.8897422024
3648,GOKULDHAM,19.1730749787,72.8686485025
1170,MAROL LIONS CLUB,19.1097166351,72.8757800052
3800,SARVODAY MAHABUDDHA VIHAR,19.0676725181,72.8927994055
3413,SHIMPOLI TEL.EXCHANGE,19.2245192459,72.8409844904
3175,SUDHINDRA NGR.,19.2585349968,72.861573903
3702,DOORDARSHAN CLY.,19.1681296509,72.8703865739
1803,SANDESH HOTEL,19.0305421545,72.8463211726
439,MARINE LINES RLY. STN.,18.9474403665,72.8227821057
3115,VASUDEO B.PHADKE CHK.,18.9428598221,72.8293418466
969,SHASTRI NGR.,19.1591845247,72.8352372903
4125,SHANTARAM PATIL CHK.,19.0734906916,73.0025242187
1251,MINATAI THAKRE MAIDAN (ANACIN COMP),19.0968490842,72.9155387954
5129,PANDURANG WADI,19.172292809,72.8498842727
2488,BHANDUP VILLAGE JN.,19.1561829431,72.9498948114
187,GAWANGAON/REFINERIES,19.0201808526,72.8980037923
1094,RIZVI COLLEGE,19.0672754409,72.82261646
2774,AGARWAL MUNICIPAL HOSPITAL,19.1785110772,72.9453634756
4692,E.S.I.S.HOSPITAL (THANE),19.2013507367,72.9590472706
186,BHARAT PETROLEUM,19.0090620622,72.8990328592
14,JOHAR CHK.,18.9584832148,72.8317793664
113,SANTACRUZ DEPOT,19.0901111788,72.8381355963
2353,PENKARPADA,19.2672409019,72.8763686175
1527,RATAN NGR.( BORIVLI - E ),19.2389933292,72.8620793678
841,BKC TEL.EXCHANGE,19.0709712168,72.8721029889
2333,S.U.PUPM(MULUND-W),19.1847890428,72.9434197348
1362,SHANTI ASHRAM,19.2406253855,72.8468431701
1487,PERU BAUG,19.1663606963,72.8521524584
4682,SEEPZ VILLAGE,19.1295984557,72.8763961163
673,CENTRAL RLY GOODS,18.9596800105,72.8431951957
3238,SEWREE RLY.PHATAK,18.9998782693,72.8554082643
1600,DHOBI GHAT(BORIVLI-E),19.2316819425,72.8671906758
3045,MAROLNAKA/MATA RAMABAI AMBEDKAR CHK,19.1089039349,72.8786822044
4322,GANDHI BALMANDIR VIDYALAYA,19.0816261324,72.8873351129
1911,MILIND NGR.,19.1575356878,72.9294387461
4885,BABU GENU MARKET,19.0965589631,72.8983823911
4770,COOPERGE TEL.EXCH.,18.9236253945,72.8294453196
1565,SATYA NGR.,19.2153675228,72.8419251586
3198,PRAVASI INDL.EST.,19.1713023655,72.8542511247
305,RANI LAXMIBAI CHK/ROOPAM CINEMA,19.0416930156,72.8647949577
698,FAMOUS STUDIO,18.9858894489,72.8240643782
2976,HANUMAN NGR.,19.1749417128,72.8740881059
2205,MAHESHWARI NGR.,19.1179244877,72.8735038258
1047,NERUL NAKA,19.0464492393,73.0250506331
4471,MANTRALAYA,18.9292625297,72.824401497
